Data Date,Close,Ticker
2012-12,16.342499999999998,PSIX
2013-12,73.95619047619047,PSIX
2014-12,51.11272727272728,PSIX
2015-12,21.129545454545454,PSIX
2016-03,11.340000000000002,PSIX
2016-12,10.740000000000002,PSIX
2017-03,6.396956521739131,PSIX
2017-06,9.508636363636363,PSIX
2017-09,9.098999999999998,PSIX
2017-12,7.144999999999999,PSIX
2018-03,7.015714285714286,PSIX
2018-06,9.326190476190478,PSIX
2018-09,11.626315789473683,PSIX
2018-12,9.291578947368421,PSIX
2019-12,4.83,PSIX
2020-12,3.2513636363636356,PSIX
