Data Date,Close,Ticker
2010-12,17.517272727272726,USPH
2011-12,16.990000000000002,USPH
2012-12,24.845499999999998,USPH
2013-12,31.309999999999995,USPH
2014-12,38.190909090909095,USPH
2015-03,43.833636363636366,USPH
2015-06,48.84090909090909,USPH
2015-09,42.97666666666666,USPH
2015-12,49.086818181818174,USPH
2016-03,47.40863636363636,USPH
2016-06,56.650909090909096,USPH
2016-09,60.62285714285715,USPH
2016-12,66.4647619047619,USPH
2017-12,69.6205,USPH
2018-12,105.41,USPH
2019-12,114.57142857142857,USPH
2020-12,115.1581818181818,USPH
