Data Date,Close,Ticker
2010-12,7.684545454545454,BSQR
2011-03,8.103478260869567,BSQR
2011-06,6.130454545454546,BSQR
2011-09,4.695238095238095,BSQR
2011-12,3.70047619047619,BSQR
2012-03,3.3377272727272715,BSQR
2012-06,2.862380952380952,BSQR
2012-09,3.0421052631578944,BSQR
2012-12,2.8295000000000003,BSQR
2013-03,2.9545,BSQR
2013-06,2.726,BSQR
2013-09,2.7715,BSQR
2013-12,3.322380952380952,BSQR
2014-03,3.3038095238095244,BSQR
2014-06,3.327142857142858,BSQR
2014-09,3.944285714285715,BSQR
2014-12,4.410454545454545,BSQR
2015-03,4.754545454545455,BSQR
2015-06,7.36318181818182,BSQR
2015-09,6.699523809523811,BSQR
2015-12,6.205000000000001,BSQR
2016-03,5.817727272727272,BSQR
2016-06,5.762727272727273,BSQR
2016-09,4.87047619047619,BSQR
2016-12,5.909523809523808,BSQR
2017-12,4.586500000000001,BSQR
2018-12,1.9778947368421052,BSQR
2019-12,1.3461904761904766,BSQR
2020-12,1.3495454545454548,BSQR
