Data Date,Close,Ticker
2009-12,26.878181818181815,GVA
2010-12,23.703181818181818,GVA
2011-12,20.74285714285714,GVA
2012-12,28.644500000000004,GVA
2013-12,28.991904761904763,GVA
2014-12,33.60045454545454,GVA
2015-12,38.79136363636364,GVA
2016-12,54.04666666666668,GVA
2017-12,60.46299999999999,GVA
2018-03,55.18809523809523,GVA
2018-06,54.386190476190464,GVA
2018-09,42.85421052631579,GVA
2018-12,40.00684210526316,GVA
2019-03,43.78666666666667,GVA
2019-06,41.956500000000005,GVA
2019-09,30.347,GVA
2019-12,25.81190476190476,GVA
2020-12,26.457727272727276,GVA
