Data Date,Close,Ticker
2010-12,13.475909090909086,BBSI
2011-12,16.37761904761905,BBSI
2012-12,31.59199999999999,BBSI
2013-12,76.84476190476191,BBSI
2014-03,56.268571428571434,BBSI
2014-06,41.31142857142857,BBSI
2014-09,44.760000000000005,BBSI
2014-12,22.201818181818183,BBSI
2015-03,37.2690909090909,BBSI
2015-06,35.16636363636363,BBSI
2015-09,33.55714285714286,BBSI
2015-12,39.99863636363636,BBSI
2016-12,58.28095238095237,BBSI
2017-12,61.83749999999999,BBSI
2018-12,57.85894736842105,BBSI
2019-12,87.26333333333332,BBSI
2020-12,69.57045454545455,BBSI
