Data Date,Close,Ticker
2011-06,9.518636363636363,FARM
2011-09,5.065714285714286,FARM
2011-12,7.424285714285713,FARM
2012-03,11.315454545454545,FARM
2012-06,7.323809523809524,FARM
2012-09,9.463157894736842,FARM
2012-12,13.145500000000002,FARM
2013-03,13.682999999999998,FARM
2013-06,15.0915,FARM
2014-06,20.357619047619046,FARM
2015-06,24.65909090909091,FARM
2016-06,30.306818181818183,FARM
2017-06,30.69545454545455,FARM
2018-06,30.382380952380952,FARM
2019-06,17.7075,FARM
2020-06,8.405454545454546,FARM
