Data Date,Close,Ticker
2011-06,18.90727272727273,CTLPP
2012-06,16.204285714285714,CTLPP
2013-06,19.058499999999995,CTLPP
2014-06,16.220476190476187,CTLPP
2015-06,18.970909090909092,CTLPP
2016-06,17.534545454545448,CTLPP
2016-09,19.06047619047619,CTLPP
2016-12,22.520952380952373,CTLPP
2017-03,22.05652173913043,CTLPP
2017-06,24.33636363636363,CTLPP
2017-09,24.650999999999996,CTLPP
2017-12,23.9955,CTLPP
2018-03,23.450952380952376,CTLPP
2018-06,27.481428571428566,CTLPP
2019-06,25.07999999999999,CTLPP
2020-06,28.234090909090902,CTLPP
