Data Date,Close,Ticker
2010-12,0.890909090909091,BLFS
2011-12,0.8733333333333332,BLFS
2012-12,4.256000000000001,BLFS
2013-12,8.673333333333336,BLFS
2014-12,1.821818181818182,BLFS
2015-12,2.2331818181818184,BLFS
2016-12,1.5976190476190477,BLFS
2017-12,5.7695,BLFS
2018-03,5.342380952380952,BLFS
2018-06,11.537142857142857,BLFS
2018-09,18.590000000000003,BLFS
2018-12,11.036315789473685,BLFS
2019-03,18.203809523809518,BLFS
2019-06,17.4625,BLFS
2019-09,19.441499999999998,BLFS
2019-12,15.975238095238096,BLFS
2020-12,40.775454545454544,BLFS
