Data Date,Close,Ticker
2008-12,22.574090909090906,BAX
2009-12,25.40727272727273,BAX
2010-12,22.760909090909095,BAX
2011-12,22.96333333333334,BAX
2012-12,31.305500000000006,BAX
2013-12,32.99904761904762,BAX
2014-12,36.852727272727265,BAX
2015-12,35.39999999999999,BAX
2016-12,42.38809523809523,BAX
2017-12,62.422000000000004,BAX
2018-03,64.44190476190477,BAX
2018-06,71.97380952380954,BAX
2018-12,63.68526315789474,BAX
2019-03,75.20190476190476,BAX
2019-06,77.671,BAX
2019-12,81.89285714285714,BAX
2020-12,78.58454545454545,BAX
