Data Date,Close,Ticker
2009-10,6.873522727272726,STCN
2010-01,8.739831578947367,STCN
2010-04,7.537133333333334,STCN
2010-07,5.4898333333333325,STCN
2010-10,5.749833333333334,STCN
2011-01,5.750964999999999,STCN
2011-04,5.2595,STCN
2011-07,4.463,STCN
2011-10,3.9766666666666675,STCN
2012-01,5.5675,STCN
2012-07,3.2600000000000002,STCN
2013-07,3.1422727272727276,STCN
2014-07,3.7509090909090905,STCN
2015-07,3.373636363636363,STCN
2016-07,1.2535,STCN
2017-07,1.657,STCN
2018-07,2.0738095238095235,STCN
2019-07,1.768181818181818,STCN
2020-07,0.5440909090909091,STCN
