Data Date,Close,Ticker
2009-12,65.44454545454545,ITRI
2010-12,54.86363636363635,ITRI
2011-12,35.50095238095238,ITRI
2012-12,44.37499999999999,ITRI
2013-12,40.324285714285715,ITRI
2014-03,35.16809523809524,ITRI
2014-06,39.952380952380956,ITRI
2014-09,40.729523809523805,ITRI
2014-12,41.24227272727273,ITRI
2015-03,36.37818181818182,ITRI
2015-06,35.87909090909091,ITRI
2015-09,30.081428571428575,ITRI
2015-12,35.610454545454544,ITRI
2016-12,64.2047619047619,ITRI
2017-12,68.73,ITRI
2018-12,49.75,ITRI
2019-12,83.08285714285714,ITRI
2020-12,87.61181818181818,ITRI
