Data Date,Close,Ticker
2011-01,7.967000000000001,VOLT
2011-04,9.9055,VOLT
2011-07,9.4725,VOLT
2011-10,6.482857142857142,VOLT
2012-01,6.784500000000001,VOLT
2012-04,6.4,VOLT
2012-07,6.7923809523809515,VOLT
2012-10,6.591904761904762,VOLT
2013-01,7.3152380952380955,VOLT
2013-04,8.205454545454545,VOLT
2013-07,7.050000000000001,VOLT
2013-10,8.017826086956521,VOLT
2014-10,8.139565217391304,VOLT
2015-10,8.514545454545454,VOLT
2016-10,6.46904761904762,VOLT
2017-10,3.014545454545454,VOLT
2018-10,3.7113043478260868,VOLT
2019-10,3.0491304347826085,VOLT
2020-10,1.4918181818181815,VOLT
